Hospital Name,City,State Code,Zip Code,County,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Total Bad Debt Expense,Total Unreimbursed and Uncompensated Care,Total Costs,Combined Outpatient + Inpatient Total Charges,Less Total Operating Expense,Cost To Charge Ratio,Net Patient Revenue,Net Income from Service to Patients,Net Income,Staff Per Bed,Clinical Operating Margin,Net Revenue Per Bed,State Name,Operating Expense Ratio,Size Category
SUMMA HEALTH SYSTEM,AKRON,OH,44308-,SUMMIT,R,STH,1,2,2023-01-01,2023-12-31,4239.01,168341.0,561.0,198977.0,33882.0,625.0,41707803.0,82254251.0,1019169765.0,6285067141.0,1276423986.0,0.162157,1078188002.0,-198235984.0,19468013.0,6.7824160000000004,-0.1838603134446677,1725100.8032,Ohio,1.1838603134446677,Large
UH AHUJA MEDICAL CENTER,BEACHWOOD,OH,44122,CUYAHOGA,U,STH,1,2,2023-01-01,2023-12-31,1101.91,37971.0,158.0,57670.0,8953.0,158.0,10331333.0,26786363.0,267803516.0,1082007930.0,287346712.0,0.247506,271498037.0,-15848675.0,-7349839.0,6.974113924050633,-0.058374915616793206,1718342.0063291139,Ohio,1.0583749156167932,Medium
PAULDING COUNTY HOSPITAL,PAULDING,OH,45879-9235,PAULDING,R,CAH,1,9,2023-01-01,2023-12-31,168.93,1250.0,25.0,9125.0,233.0,25.0,1167977.0,2405312.0,23371849.0,52737824.0,28776552.0,0.443171,29440265.0,663713.0,712219.0,6.7572,0.022544396254585344,1177610.6,Ohio,0.9774556037454146,Small
MORROW COUNTY HOSPITAL,MOUNT GILEAD,OH,43338-,MORROW,R,CAH,1,9,2023-01-01,2023-12-31,141.3,910.0,23.0,8395.0,172.0,23.0,2705137.0,1559886.0,22922390.0,55289052.0,24712775.0,0.414592,25127818.0,415043.0,4760297.0,6.143478260869566,0.016517271814050865,1092513.8260869565,Ohio,0.9834827281859492,Small
SUMMA REHAB HOSPITAL,AKRON,OH,44304,SUMMIT,U,RH,5,4,2023-02-01,2024-01-31,160.53,16069.0,60.0,21900.0,1321.0,60.0,,,23589956.0,83517332.0,28368459.0,,30643804.0,2275345.0,2769765.0,2.6755,0.07425138863308224,510730.06666666665,Ohio,0.9257486113669178,Small
SOUTHERN TENNESSEE MEDICAL CENTER,WINCHESTER,TN,37398,FRANKLIN,R,STH,1,4,2023-01-01,2023-12-31,588.21,11127.0,128.0,46720.0,3045.0,198.0,9310112.0,5687303.0,69030122.0,621066756.0,120755556.0,0.111148,128875451.0,8119895.0,9011471.0,2.970757575757576,0.0630057542921809,650886.1161616162,Tennessee,0.9369942457078191,Medium
HILL REGIONAL HOSPITAL,HILLSBORO,TX,76645,HILL,R,CAH,1,4,2023-01-01,2023-12-31,158.9,4099.0,25.0,9125.0,1296.0,25.0,2741193.0,3350556.0,31139862.0,157238912.0,35850736.0,0.198042,36185575.0,334839.0,1154043.0,6.356,0.0092533834269595,1447423.0,Texas,0.9907466165730405,Small
MOUNTAIN WEST MEDICAL CENTER,TOOELE,UT,84074,,U,STH,1,4,2023-01-01,2023-12-31,266.38,5066.0,36.0,13140.0,1715.0,36.0,15806381.0,4116146.0,55469400.0,270014024.0,65242204.0,0.205432,106100595.0,40858391.0,41008736.0,7.399444444444445,0.3850910638154291,2947238.75,Utah,0.6149089361845709,Small
TIMPANOGOS REGIONAL HOSPITAL,OREM,UT,84057-,UTAH,U,STH,1,4,2023-01-01,2023-12-31,446.5,16899.0,117.0,42705.0,4309.0,117.0,3498471.0,5548408.0,105727410.0,658915102.0,96195905.0,0.160457,170184670.0,73988765.0,74248777.0,3.8162393162393164,0.43475575679054995,1454569.829059829,Utah,0.5652442432094501,Medium
SOUTHERN VIRGINIA REGIONAL MED. CTR.,EMPORIA,VA,23847,GREENSVILLE,R,STH,1,1,2023-01-01,2023-12-31,102.14,1575.0,70.0,25550.0,469.0,80.0,4522988.0,1116282.0,24529392.0,250708545.0,27401068.0,0.09784,25386560.0,-2014508.0,-2021828.0,1.27675,-0.07935332711481981,317332.0,Virginia,1.07935332711482,Medium
EVERGREEN HEALTH MONROE,MONROE,WA,98272-0646,SNOHOMISH,U,STH,1,11,2023-01-01,2023-12-31,195.68,3993.0,26.0,9490.0,943.0,26.0,8332609.0,9547137.0,47979520.0,188253283.0,59408427.0,0.254867,56918041.0,-2490386.0,5993838.0,7.526153846153846,-0.043753895184129754,2189155.423076923,Washington,1.0437538951841299,Small
FORKS COMMUNITY HOSPITAL,FORKS,WA,98331-,CLALLAM,R,CAH,1,11,2023-01-01,2023-12-31,180.52,1275.0,17.0,6205.0,146.0,37.0,896552.0,2358263.0,37548124.0,54398663.0,41821796.0,0.69024,33943015.0,-7878781.0,-3309021.0,4.878918918918919,-0.23211788935072503,917378.7837837838,Washington,1.232117889350725,Small
GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,WV,24970,GREENBRIER,R,STH,1,2,2023-01-01,2023-12-31,357.25,10353.0,66.0,24090.0,2311.0,66.0,3121812.0,5446025.0,77605233.0,293068218.0,103706522.0,0.264803,87003190.0,-16703332.0,-15755734.0,5.412878787878788,-0.19198528237872658,1318230.1515151516,West Virginia,1.1919852823787265,Small
SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,95661-3037,PLACER,U,STH,1,2,2023-01-01,2023-12-31,2632.54,117132.0,343.0,121445.0,26365.0,373.0,29972697.0,49662180.0,852721998.0,3767712545.0,974358769.0,0.226324,1083143001.0,108784232.0,130835550.0,7.057747989276139,0.10043385951768709,2903868.63538874,California,0.8995661404823129,Large
COLLEGE HOSPITAL COSTA MESA,COSTA MESA,CA,92627,ORANGE,U,STH,1,4,2023-01-01,2023-12-31,398.13,41345.0,122.0,44530.0,4233.0,122.0,492957.0,852975.0,53923445.0,106257657.0,87067557.0,0.507478,100070921.0,13003364.0,15544169.0,3.263360655737705,0.12994148419999052,820253.4508196721,California,0.8700585158000095,Medium
ELKHART GENERAL HOSPITAL,ELKHART,IN,46514,ELKHART,U,STH,1,2,2023-01-01,2023-12-31,1170.98,40830.0,202.0,73730.0,9378.0,214.0,16995169.0,11540842.0,254303974.0,1220482913.0,305772616.0,0.208363,338972000.0,33199384.0,44513000.0,5.471869158878505,0.09794137568884746,1583981.308411215,Indiana,0.9020586243111526,Medium
MEMORIAL HOSPITAL OF SOUTH BEND  INC,SOUTH BEND,IN,46601,ST. JOSEPH,U,STH,1,2,2023-01-01,2023-12-31,2233.72,90539.0,429.0,156585.0,19044.0,449.0,24390021.0,12008295.0,497039942.0,2204874183.0,569387616.0,0.225428,673746726.0,104359110.0,139873142.0,4.974877505567928,0.1548936803293646,1500549.5011135857,Indiana,0.8451063196706354,Large
COMMUNITY HOSPITAL OF BREMEN  INC.,BREMEN,IN,46506-,MARSHALL,R,CAH,1,13,2023-01-01,2023-12-31,193.0,2523.0,24.0,8760.0,303.0,24.0,253391.0,3197022.0,24523081.0,59838357.0,26700064.0,0.409822,26252395.0,-447669.0,-88724.0,8.041666666666666,-0.017052501305119018,1093849.7916666667,Indiana,1.017052501305119,Small
CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,51012,CHEROKEE,R,CAH,1,2,2023-01-01,2023-12-31,209.4,1722.0,25.0,9125.0,438.0,25.0,2450147.0,2298553.0,48048638.0,74345576.0,53593006.0,0.646288,48996526.0,-4596480.0,5178639.0,8.376,-0.0938123653909667,1959861.04,Iowa,1.0938123653909666,Small
STANTON COUNTY HOSPITAL,JOHNSON,KS,67855,STANTON,R,CAH,1,9,2023-01-01,2023-12-31,44.88,866.0,16.0,5840.0,63.0,16.0,33439.0,632424.0,11171071.0,8797296.0,11452496.0,1.26983,9252459.0,-2200037.0,-1160283.0,2.805,-0.23777862728167723,578278.6875,Kansas,1.2377786272816773,Small
DECATUR HEALTH SYSTEMS,OBERLIN,KS,67749,DECATUR,R,CAH,1,2,2023-01-01,2023-12-31,62.51,648.0,18.0,6570.0,89.0,18.0,,336334.0,10709179.0,10554724.0,11853251.0,1.014634,9458100.0,-2395151.0,740882.0,3.4727777777777775,-0.2532380710713568,525450.0,Kansas,1.2532380710713569,Small
OSBORNE COUNTY MEMORIAL HOSPITAL,OSBORNE,KS,67473,OSBORNE,R,CAH,1,9,2023-01-01,2023-12-31,52.1,832.0,16.0,5840.0,139.0,16.0,337070.0,500474.0,9282561.0,10610502.0,10315870.0,0.874847,8346890.0,-1968980.0,361332.0,3.25625,-0.23589384788825538,521680.625,Kansas,1.2358938478882553,Small
MINNEOLA DISTRICT HOSPITAL,MINNEOLA,KS,67865,CLARK,R,CAH,1,11,2023-01-01,2023-12-31,83.19,1132.0,14.0,5110.0,172.0,50.0,419240.0,971021.0,19245498.0,15412920.0,21869150.0,1.24866,17274454.0,-4594696.0,-1930418.0,1.6638,-0.2659821259763116,345489.08,Kansas,1.2659821259763115,Small
HODGEMAN COUNTY HEALTH CENTER,JETMORE,KS,67854-0310,HODGEMAN,R,CAH,1,9,2023-01-01,2023-12-31,69.83,6433.0,25.0,9125.0,97.0,25.0,42828.0,470602.0,11508775.0,10744992.0,12485137.0,1.071083,10930746.0,-1554391.0,861145.0,2.7932,-0.14220356048891813,437229.84,Kansas,1.1422035604889182,Small
CLEARSKY REHABILITIATION HOSPITAL OF,ELWOOD,KS,66024,DONIPHAN,U,RH,5,5,2023-04-19,2023-12-31,50.0,3243.0,30.0,7710.0,244.0,30.0,,,8249724.0,7466435.0,8059556.0,,5441531.0,-2618025.0,-2610508.0,1.6666666666666667,-0.481119192374352,181384.36666666667,Kansas,1.481119192374352,Small
W.A. FOOTE MEMORIAL HOSPITAL,JACKSON,MI,49201,JACKSON,U,STH,1,2,2023-01-01,2023-12-31,3087.13,73444.0,357.0,130305.0,16267.0,397.0,7011449.0,19529738.0,549729032.0,2098053448.0,763408864.0,0.262019,725532294.0,-37876570.0,73306896.0,7.776146095717884,-0.05220521583013092,1827537.2644836272,Michigan,1.052205215830131,Large
FOREST HEALTH MEDICAL CENTER  LLC,YPSILANTI,MI,48198-,WASHTENAW,U,STH,1,6,2023-01-01,2023-12-31,103.44,726.0,24.0,8760.0,353.0,24.0,1078274.0,430258.0,43293221.0,107723175.0,43211660.0,0.401893,44510412.0,1298752.0,4779185.0,4.31,0.029178611062957584,1854600.5,Michigan,0.9708213889370424,Small
SURGEONS CHOICE MEDICAL CENTER,SOUTHFIELD,MI,48075,OAKLAND,U,STH,1,4,2023-01-01,2023-12-31,108.86,1288.0,45.0,16425.0,378.0,71.0,66479.0,23267.0,31445339.0,106500435.0,34714700.0,0.29526,35694335.0,979635.0,2611916.0,1.5332394366197184,0.027445111388123635,502737.11267605633,Michigan,0.9725548886118763,Small
BARNES JEWISH ST. PETERS HOSPITAL,ST. PETERS,MO,63376,ST. CHARLES,U,STH,1,2,2023-01-01,2023-12-31,646.38,29561.0,110.0,40150.0,6860.0,110.0,8128884.0,6633304.0,168864851.0,783152386.0,191311314.0,0.215622,196982172.0,5670858.0,2479339.0,5.876181818181818,0.02878868652133656,1790747.018181818,Missouri,0.9712113134786634,Medium
PARKLAND HLTH CTR - BONNE TERRE,BONNE TERRE,MO,63628,ST FRANCOIS,R,CAH,1,2,2023-01-01,2023-12-31,39.51,28.0,3.0,1095.0,10.0,3.0,731789.0,1387940.0,7316634.0,46007169.0,5663032.0,0.159032,10063966.0,4400934.0,4420470.0,13.17,0.4372961911834758,3354655.3333333335,Missouri,0.5627038088165243,Small
LANDMARK HOSPITAL OF CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,U,LTCH,2,5,2023-01-01,2023-12-31,54.0,6598.0,30.0,10950.0,274.0,30.0,,,11614209.0,35621204.0,13229884.0,,11888655.0,-1341229.0,-1250415.0,1.8,-0.11281587362069133,396288.5,Missouri,1.1128158736206912,Small
LANDMARK HOSPITAL OF COLUMBIA  LLC,COLUMBIA,MO,65201,BOONE,U,LTCH,2,5,2023-01-01,2023-12-31,66.0,8124.0,23.0,8395.0,324.0,23.0,,,16346512.0,40330720.0,18418882.0,,17419683.0,-999199.0,-846394.0,2.869565217391304,-0.057360343468936835,757377.5217391305,Missouri,1.057360343468937,Small
MARY LANNING MEMORIAL HOSPITAL ASSOC,HASTINGS,NE,68901,ADAMS,R,STH,1,2,2023-01-01,2023-12-31,886.31,14144.0,106.0,38690.0,5094.0,132.0,1485602.0,9432970.0,167359719.0,494341817.0,226760170.0,0.338551,210172313.0,-16587857.0,6129166.0,6.714469696969696,-0.07892503424083266,1592214.4924242424,Nebraska,1.0789250342408327,Medium
NEBRASKA SPINE HOSPITAL,OMAHA,NE,68122,DOUGLAS,U,STH,1,5,2023-01-01,2023-12-31,63.68,2122.0,34.0,12410.0,858.0,34.0,5870.0,500741.0,29750505.0,203631229.0,29521026.0,0.1461,55527086.0,26006060.0,30417374.0,1.8729411764705883,0.4683490864260372,1633149.5882352942,Nebraska,0.5316509135739628,Small
REGIONAL WEST GARDEN COUNTY HOSPITAL,OSHKOSH,NE,69154-,GARDEN,R,CAH,1,2,2023-01-01,2023-12-31,51.67,365.0,10.0,3650.0,47.0,50.0,701299.0,670915.0,11513951.0,14991822.0,11261706.0,0.768015,10580995.0,-680711.0,-248418.0,1.0334,-0.06433336373375094,211619.9,Nebraska,1.0643333637337509,Small
RENOWN SOUTH MEADOWS MED CTR,RENO,NV,89502,WASHOE,U,STH,1,2,2023-01-01,2023-12-31,444.08,14307.0,60.0,21900.0,3883.0,122.0,9268244.0,11055284.0,141879228.0,666202736.0,160707320.0,0.212967,175936810.0,15229490.0,16179455.0,3.6399999999999997,0.08656227198844858,1442105.0,Nevada,0.9134377280115514,Medium
SPRING MOUNTAIN SAHARA,LAS VEGAS,NV,89146,,U,PH,4,4,2023-01-01,2023-12-31,23.1,4847.0,30.0,10950.0,604.0,30.0,,,3084127.0,10772880.0,3067151.0,,4710457.0,1643306.0,1644490.0,0.77,0.34886339053726634,157015.23333333334,Nevada,0.6511366094627337,Small
BRISTOW MEDICAL CENTER,JENKS,OK,74037,TULSA,U,STH,1,4,2023-01-01,2023-09-07,121.14,1713.0,25.0,6250.0,953.0,25.0,2110497.0,1539863.0,35842333.0,203124384.0,38447896.0,0.176455,204375305.0,165927409.0,165927409.0,4.8456,0.8118760189740145,8175012.2,Oklahoma,0.18812398102598551,Small
MCKENZIE-WILLAMETTE HOSPITAL,SPRINGFIELD,OR,97477,LANE,U,STH,1,4,2023-01-01,2023-12-31,776.66,24225.0,113.0,41245.0,7710.0,113.0,6796228.0,2576155.0,205160076.0,1113821050.0,258408486.0,0.184195,255162255.0,-3246231.0,-2430649.0,6.873097345132743,-0.012722222571673072,2258073.053097345,Oregon,1.012722222571673,Medium
COLUMBIA MEMORIAL HOSPITAL,ASTORIA,OR,97103,CLATSOP,R,CAH,1,2,2023-01-01,2023-12-31,566.05,4505.0,25.0,9125.0,1253.0,25.0,2924022.0,3199153.0,138522936.0,329301789.0,178924213.0,0.420656,188904898.0,9980685.0,28804439.0,22.642,0.05283444265166698,7556195.92,Oregon,0.9471655573483331,Small
USPHS HOSPITAL-WHITERIVER,WHITERIVER,AZ,85941,NAVAJO,R,STH,1,7,2022-10-01,2023-09-30,702.0,3380.0,40.0,14600.0,1246.0,40.0,,,70846599.0,883732.0,131114491.0,,,-131114491.0,-131114491.0,17.55,,,Arizona,,Small
ZUNI COMPREHENSIVE HEALTH CENTER,ZUNI,NM,87237,MCKINLEY,R,STH,1,7,2022-10-01,2023-09-30,275.0,1682.0,27.0,9855.0,530.0,27.0,,,39830530.0,307514.0,59803610.0,,,-59803610.0,-59803610.0,10.185185185185185,,,New Mexico,,Small
CHEROKEE NATION WW HASTINGS HOSPITAL,TAHLEQUAH,OK,74464,CHEROKEE,R,STH,1,7,2022-10-01,2023-09-30,1049.0,7230.0,52.0,18980.0,2218.0,52.0,,,155920476.0,1800942.0,200331606.0,,,-200331606.0,-200331606.0,20.173076923076923,,,Oklahoma,,Small
USPHS HOSPITAL - ROSEBUD,ROSEBUD,SD,57570,TODD,R,STH,1,7,2022-10-01,2023-09-30,254.0,1995.0,35.0,12775.0,461.0,35.0,,,47764900.0,398360.0,69788927.0,,,-69788927.0,-69788927.0,7.257142857142857,,,South Dakota,,Small
GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,SANTA CLARA,U,STH,1,4,2023-02-01,2024-01-31,1416.41,75680.0,324.0,118260.0,14583.0,339.0,11829964.0,32016546.0,519857462.0,6394714636.0,502633570.0,0.081295,657578161.0,154944591.0,155129020.0,4.178200589970502,0.23562916196056577,1939758.5870206489,California,0.7643708380394342,Large
ALHAMBRA,ROSEMEAD,CA,91770,LOS ANGELES,U,PH,4,4,2023-02-01,2024-01-31,222.0,33055.0,97.0,35405.0,4646.0,115.0,,,27834722.0,84466832.0,33066622.0,,48081221.0,15014599.0,15124981.0,1.9304347826086956,0.3122757427478807,418097.5739130435,California,0.6877242572521193,Medium
HERITAGE OAKS HOSPITAL,SACRAMENTO,CA,95841,SACRAMENTO,U,PH,4,4,2023-02-01,2024-01-31,278.08,42606.0,125.0,45625.0,3715.0,125.0,,,36019407.0,110327747.0,46044251.0,,60088390.0,14044139.0,18348399.0,2.22464,0.23372466794334146,480707.12,California,0.7662753320566585,Medium
FRANCISCAN HEALTH- DYER,DYER,IN,46311-1799,LAKE,U,STH,1,1,2023-01-01,2023-12-31,836.98,28206.0,166.0,60590.0,5875.0,181.0,4548715.0,14635317.0,180687436.0,762518724.0,212045213.0,0.236961,232360445.0,20315232.0,26327912.0,4.624198895027624,0.08742982051011307,1283759.3646408839,Indiana,0.912570179489887,Medium
HENRY FORD WEST BLOOMFIELD HOSPITAL,WEST BLOOMFIELD,MI,48322-3013,OAKLAND,R,STH,1,2,2023-01-01,2023-12-31,1817.99,58325.0,191.0,68659.0,15070.0,191.0,4054043.0,15172043.0,360605516.0,1200497892.0,439657893.0,0.30038,468329535.0,28671642.0,34151730.0,9.5182722513089,0.06122108442295872,2451987.0942408377,Michigan,0.9387789155770413,Medium
GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,98520-,GRAYS HARBOR,R,STH,1,11,2023-01-01,2023-12-31,396.45,13416.0,49.0,17885.0,2859.0,49.0,4978897.0,3312697.0,97860712.0,401525902.0,118580706.0,0.243722,95317519.0,-23263187.0,-9431106.0,8.090816326530613,-0.24405992984353694,1945255.4897959183,Washington,1.2440599298435369,Small
TRI-STATE MEMORIAL HOSPITAL,CLARKSTON,WA,99403-,ASOTIN,R,CAH,1,2,2023-01-01,2023-12-31,550.54,4117.0,25.0,9125.0,1013.0,25.0,1943946.0,6244389.0,93525704.0,200211340.0,115990492.0,0.467135,113953064.0,-2037428.0,6473664.0,22.0216,-0.01787953678893619,4558122.56,Washington,1.0178795367889362,Small
EAST VALLEY ER AND HOSPITAL,GILBERT,AZ,85295,MARICOPA,U,STH,1,4,2023-02-01,2024-01-31,81.67,340.0,14.0,5110.0,184.0,14.0,,,17134754.0,87995257.0,20191502.0,0.194724,12216397.0,-7975105.0,-7971837.0,5.833571428571429,-0.6528197307274805,872599.7857142857,Arizona,1.6528197307274803,Small
VISTA HEALTH TEXARKANA,TEXARKANA,AR,72854,MILLER,U,PH,4,4,2023-01-01,2023-12-31,118.22,13852.0,50.0,18250.0,1347.0,62.0,,,11888650.0,29722601.0,13326921.0,,13595513.0,268592.0,271224.0,1.906774193548387,0.01975592976888772,219282.46774193548,Arkansas,0.9802440702311123,Small
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,96786,HONOLULU,U,STH,1,2,2023-07-01,2024-04-01,198.46,3648.0,66.0,18216.0,462.0,66.0,995852.0,3462380.0,25738575.0,59066994.0,29130635.0,0.435752,15792925.0,-13337710.0,-578319.0,3.0069696969696973,-0.8445370316138398,239286.74242424243,Hawaii,1.8445370316138396,Small
COMMUNITY REHABILITATION HOSPITAL WE,BROWNSBURG,IN,46112,HENDRICKS,U,RH,5,5,2023-06-09,2023-12-31,54.0,2199.0,40.0,8240.0,181.0,40.0,,,7455141.0,11554107.0,6970753.0,0.645237,4380115.0,-2590638.0,-2587121.0,1.35,-0.5914543339615512,109502.875,Indiana,1.5914543339615512,Small
MORRIS COUNTY HOSPITAL,COUNCIL GROVE,KS,66846-,MORRIS,R,CAH,1,9,2023-01-01,2023-12-31,123.33,1073.0,21.0,7665.0,247.0,21.0,487358.0,999351.0,16212385.0,32425691.0,17464404.0,0.499986,15126908.0,-2337496.0,-489952.0,5.872857142857143,-0.15452569685754683,720328.9523809524,Kansas,1.1545256968575468,Small
WEST CALCASIEU-CAMERON HOSPITAL,SULPHUR,LA,70663,,U,STH,1,11,2023-01-01,2023-12-31,481.43,6984.0,107.0,39055.0,1788.0,107.0,7082738.0,10571162.0,67575510.0,191849811.0,96436113.0,0.352231,60830990.0,-35605123.0,-2024736.0,4.499345794392523,-0.5853122396988771,568513.9252336449,Louisiana,1.5853122396988772,Medium
ST. TAMMANY PARISH HOSPITAL,COVINGTON,LA,70433,ST. TAMMANY PARISH,U,STH,1,11,2023-01-01,2023-12-31,2285.44,54987.0,229.0,83585.0,14503.0,229.0,37181808.0,49162737.0,360582388.0,1815000336.0,455030763.0,0.198668,462885898.0,7855135.0,55628731.0,9.980087336244543,0.016969916417717265,2021335.7991266376,Louisiana,0.9830300835822827,Medium
SPRINGHILL MEDICAL CENTER,SPRINGHILL,LA,71075,,R,STH,1,2,2023-01-01,2023-12-31,152.79,2019.0,37.0,13505.0,531.0,49.0,1398644.0,949972.0,22325575.0,39555041.0,24821036.0,0.564418,20630610.0,-4190426.0,1984069.0,3.1181632653061224,-0.20311692189421446,421032.85714285716,Louisiana,1.2031169218942144,Small
SPECIALISTS HOSPITAL OF SHREVEPORT,SHREVEPORT,LA,71101-,CADDO PARISH,U,STH,1,6,2023-01-01,2023-12-31,203.61,1967.0,30.0,10950.0,937.0,30.0,29526.0,10334.0,59465356.0,295200864.0,64736066.0,0.20144,70736300.0,6000234.0,5592639.0,6.787000000000001,0.08482538668265091,2357876.6666666665,Louisiana,0.9151746133173491,Small
LEESVILLE REHABILITATION HOSPITAL,LEESVILLE,LA,71446,VERNON PARISH,R,RH,5,5,2023-01-01,2023-12-31,37.6,3938.0,16.0,5840.0,273.0,16.0,,,5253810.0,9885715.0,4892265.0,,5938566.0,1046301.0,1096814.0,2.35,0.17618748364504158,371160.375,Louisiana,0.8238125163549584,Small
NASHOBA VALLEY HOSPITAL,AYER,MA,01432,MIDDLESEX,U,STH,1,6,2023-01-01,2023-12-31,279.55,4889.0,57.0,20805.0,1587.0,77.0,1709597.0,5385369.0,66516330.0,186454846.0,73142921.0,0.356742,66082466.0,-7060455.0,1647994.0,3.6305194805194807,-0.10684309208436622,858213.8441558442,Massachusetts,1.1068430920843662,Medium
PONTIAC GENERAL HOSPITAL,PONTIAC,MI,48341,OAKLAND,U,STH,1,4,2023-01-01,2023-12-31,74.28,,47.0,17155.0,,117.0,307170.0,72583.0,23869245.0,127293824.0,27693943.0,0.187513,34003592.0,6309649.0,8692388.0,0.6348717948717949,0.18555830807521748,290628.99145299144,Michigan,0.8144416919247826,Medium
STURGIS HOSPITAL  INC.,STURGIS,MI,49091-,ST. JOSEPH,R,STH,1,2,2022-10-01,2023-07-05,128.85,347.0,49.0,13622.0,120.0,49.0,1166869.0,684454.0,14805686.0,25960146.0,18159681.0,0.570324,9749841.0,-8409840.0,-8136151.0,2.6295918367346935,-0.8625617586994495,198976.3469387755,Michigan,1.8625617586994496,Small
BILLINGS CLINIC,BILLINGS,MT,59107-7000,YELLOWSTONE,R,STH,1,2,2023-07-01,2023-12-31,3738.25,41734.0,334.0,61150.0,7539.0,334.0,5449648.0,8420478.0,319861895.0,702882370.0,512318998.0,0.455072,477136000.0,-35182998.0,589000.0,11.192365269461078,-0.07373788186177525,1428550.8982035927,Montana,1.0737378818617753,Large
ST ALOISIUS MEDICAL CENTER,HARVEY,ND,58341-,WELLS,R,CAH,1,1,2022-10-01,2023-09-30,109.52,2210.0,25.0,9125.0,237.0,95.0,362650.0,481268.0,23398425.0,31255326.0,24239909.0,0.748622,23726673.0,-513236.0,1735769.0,1.152842105263158,-0.021631182762117555,249754.45263157896,North Dakota,1.0216311827621176,Medium
WOMEN & INFANTS HOSPITAL,PROVIDENCE,RI,02905,PROVIDENCE,U,STH,1,2,2022-10-01,2023-09-30,2931.73,68572.0,247.0,90155.0,10222.0,247.0,8185873.0,9116098.0,412359464.0,1050717448.0,533076567.0,0.392455,464874237.0,-68202330.0,26907725.0,11.869352226720649,-0.14671135668892746,1882081.931174089,Rhode Island,1.1467113566889275,Medium
LAREDO SPECIALTY HOSPITAL,LAREDO,TX,78041,WEBB,U,LTCH,2,4,2023-02-01,2024-01-31,90.62,5429.0,40.0,14600.0,273.0,40.0,,,11041085.0,25300058.0,11945925.0,,8623068.0,-3322857.0,-2768512.0,2.2655000000000003,-0.38534509991107574,215576.7,Texas,1.3853450999110757,Small
ASHLEY REGIONAL MEDICAL CENTER,VERNAL,UT,84078,UINTAH,R,STH,1,4,2023-02-01,2024-01-31,207.45,2686.0,39.0,14235.0,1043.0,39.0,4351698.0,1549738.0,35379759.0,164099938.0,56374298.0,0.215599,65040303.0,8666005.0,9559150.0,5.319230769230769,0.13324053856268167,1667700.076923077,Utah,0.8667594614373183,Small
NORTH STAR HOSPITAL,ANCHORAGE,AK,99508-2948,,U,PH,4,4,2023-01-01,2023-12-31,178.86,19637.0,140.0,51100.0,816.0,140.0,,,24317814.0,62397589.0,25488607.0,,25327868.0,-160739.0,20984.0,1.2775714285714286,-0.006346329663436338,180913.34285714285,Alaska,1.0063463296634363,Medium
PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,85016,MARICOPA,U,STH,1,7,2022-10-01,2023-09-30,1347.0,6127.0,133.0,48545.0,1531.0,133.0,,,151467730.0,1769583.0,251817583.0,,,-251817583.0,-251817583.0,10.12781954887218,,,Arizona,,Medium
FAIRCHILD MEDICAL CENTER,YREKA,CA,96097,SISKIYOU,R,CAH,1,2,2023-01-01,2023-12-31,341.1,4615.0,25.0,9125.0,1275.0,25.0,5828959.0,2445780.0,109963926.0,239449945.0,115405112.0,0.459236,117796725.0,2391613.0,3530197.0,13.644,0.020302881934960416,4711869.0,California,0.9796971180650396,Small
MELISSA MEMORIAL HOSPITAL,HOLYOKE,CO,80734,PHILLIPS,R,CAH,1,11,2023-01-01,2023-12-31,103.0,755.0,15.0,5475.0,104.0,15.0,568211.0,560888.0,21487397.0,26449394.0,25073332.0,0.812397,22907039.0,-2166293.0,-391348.0,6.866666666666666,-0.09456887902447803,1527135.9333333333,Colorado,1.094568879024478,Small
NEBRASKA ORTHOPAEDIC HOSPITAL LLC,OMAHA,NE,68144,DOUGLAS,U,STH,1,4,2023-01-01,2023-12-31,380.86,604.0,24.0,8760.0,326.0,24.0,4891987.0,3423844.0,101281792.0,300084839.0,119726419.0,0.337511,124540784.0,4814365.0,5618321.0,15.869166666666667,0.03865693506474152,5189199.333333333,Nebraska,0.9613430649352585,Small
CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,07728,MONMOUTH,U,STH,1,2,2023-01-01,2023-12-31,1554.49,62124.0,240.0,87600.0,11087.0,240.0,12972940.0,13258750.0,342285962.0,1291580211.0,387147621.0,0.265013,344793767.0,-42353854.0,16473160.0,6.477041666666667,-0.12283822404480996,1436640.6958333333,New Jersey,1.12283822404481,Medium
